steps	avg_reward	std_reward	success_rate
0	9,466666666666667	0,7180219742846006	0,0
1000	9,5	0,6708203932499369	0,0
2000	9,433333333333334	0,8034647195462634	0,0
3000	8,9	0,7	0,0
4000	9,066666666666666	0,813770374382247	0,0
5000	9,166666666666666	0,7340905181848414	0,0
6000	9,0	0,8563488385776752	0,0
7000	8,9	0,3958114029012639	0,0
8000	14,433333333333334	11,629512266451915	0,0
9000	30,333333333333332	17,816347050454034	0,0
10000	47,0	31,390019645316144	0,0
11000	43,56666666666667	4,984531628503881	0,0
12000	137,63333333333333	70,39719849223799	0,0
13000	500,0	0,0	1,0
14000	459,43333333333334	78,1740295039784	0,7
15000	500,0	0,0	1,0
16000	106,96666666666667	6,284814149112835	0,0
17000	24,533333333333335	2,604269997949948	0,0
18000	263,96666666666664	88,9851985195041	0,03333333333333333
19000	113,66666666666667	3,0477678535099892	0,0
20000	51,1	4,150100400391939	0,0
20000	500,0	0,0	1,0
