steps	avg_reward	std_reward	success_rate
0	10,333333333333334	1,0110500592068734	0,0
1000	15,233333333333333	5,9871157960703885	0,0
2000	9,566666666666666	0,8439325934114775	0,0
3000	9,433333333333334	0,7156970184527964	0,0
4000	9,633333333333333	0,6046119049072349	0,0
5000	9,966666666666667	0,8749603165604458	0,0
6000	10,033333333333333	0,9122621455602673	0,0
7000	12,0	2,756809750418044	0,0
8000	33,7	10,539291563794347	0,0
9000	40,46666666666667	14,396141458352263	0,0
10000	75,26666666666667	15,577619273246546	0,0
11000	20,1	6,057227088363122	0,0
12000	390,9	60,02185712999335	0,13333333333333333
13000	239,86666666666667	90,576940896799	0,06666666666666667
14000	157,1	23,82484697397516	0,0
15000	108,9	10,393427410307599	0,0
16000	73,7	4,282911782109611	0,0
17000	85,7	8,458329228242025	0,0
18000	108,96666666666667	15,337282100236086	0,0
19000	59,766666666666666	41,73302715542637	0,0
20000	52,03333333333333	39,95954899089272	0,0
20000	414,8666666666667	48,27541357208196	0,16666666666666666
