steps	avg_reward	std_reward	success_rate
0	9,4	0,6633249580710799	0,0
1000	9,333333333333334	0,8299933065325821	0,0
2000	9,966666666666667	0,8359957469322967	0,0
3000	27,333333333333332	14,225173304939224	0,0
4000	98,96666666666667	4,1511711868124905	0,0
5000	106,93333333333334	6,005182946607223	0,0
6000	92,4	4,722993401082269	0,0
7000	93,36666666666666	6,472935106185516	0,0
8000	170,43333333333334	4,977839781359871	0,0
9000	80,7	25,29183003791277	0,0
10000	22,166666666666668	4,313415764281895	0,0
11000	22,7	2,4785748593361734	0,0
12000	115,53333333333333	4,7027178902795725	0,0
13000	85,6	4,53578365151308	0,0
14000	135,23333333333332	3,878860084555197	0,0
15000	96,1	3,9187583067429235	0,0
16000	95,7	2,72213151776324	0,0
17000	90,73333333333333	2,9881246441353295	0,0
18000	129,7	4,251666339997374	0,0
19000	57,6	3,8436094147732205	0,0
20000	83,66666666666667	5,399588461684423	0,0
20000	170,36666666666667	3,885728874855899	0,0
