steps	avg_reward	std_reward	success_rate
0	9,533333333333333	0,5617433182117573	0,0
1000	9,366666666666667	0,752034278178565	0,0
2000	9,166666666666666	0,8595864638818419	0,0
3000	25,5	19,11325892323616	0,0
4000	37,6	64,09555366794176	0,0
5000	9,366666666666667	0,6046119049072349	0,0
6000	9,166666666666666	0,7781745019952502	0,0
7000	103,96666666666667	31,188120957968735	0,0
8000	170,83333333333334	4,6696419087073	0,0
9000	500,0	0,0	1,0
10000	113,13333333333334	2,578543947441829	0,0
11000	500,0	0,0	1,0
12000	162,7	4,8521472909767835	0,0
13000	114,33333333333333	3,672722272223818	0,0
14000	86,66666666666667	30,24823227158168	0,0
15000	290,8	18,36736235827017	0,0
16000	500,0	0,0	1,0
17000	118,16666666666667	3,0009257830802074	0,0
18000	500,0	0,0	1,0
19000	9,0	0,5773502691896257	0,0
20000	9,3	0,8621678104251708	0,0
20000	500,0	0,0	1,0
