steps	avg_reward	std_reward	success_rate
0	9,066666666666666	0,7272474743090478	0,0
1000	9,5	0,6708203932499369	0,0
2000	29,633333333333333	10,071356523439244	0,0
3000	53,266666666666666	20,088028496815934	0,0
4000	13,333333333333334	5,081557066709201	0,0
5000	8,666666666666666	0,5374838498865699	0,0
6000	8,833333333333334	0,7340905181848414	0,0
7000	9,1	0,5385164807134504	0,0
8000	9,0	0,6324555320336759	0,0
9000	8,8	0,5416025603090641	0,0
10000	8,833333333333334	0,5821416398857658	0,0
11000	8,966666666666667	0,5467073155618908	0,0
12000	8,766666666666667	0,49553562491061687	0,0
13000	8,933333333333334	0,44221663871405326	0,0
14000	8,833333333333334	0,4533823502911815	0,0
15000	9,2	0,5416025603090641	0,0
16000	8,833333333333334	0,4533823502911815	0,0
17000	8,766666666666667	0,5587684871413403	0,0
18000	8,733333333333333	0,5734883511361751	0,0
19000	8,8	0,4000000000000001	0,0
20000	8,866666666666667	0,339934634239519	0,0
20000	55,03333333333333	26,799854891812796	0,0
