steps	avg_reward	std_reward	success_rate
0	9,333333333333334	0,7888106377466154	0,0
1000	9,633333333333333	0,6046119049072352	0,0
2000	75,2	37,31076698934683	0,0
3000	174,13333333333333	116,17220933692457	0,1
4000	249,66666666666666	161,69030754982055	0,23333333333333334
5000	34,43333333333333	17,03659459973018	0,0
6000	27,733333333333334	7,3843678733449405	0,0
7000	9,133333333333333	0,6182412330330468	0,0
8000	9,6	0,6110100926607787	0,0
9000	8,9	0,4725815626252608	0,0
10000	8,866666666666667	0,42687494916219	0,0
11000	8,633333333333333	0,48189440982669873	0,0
12000	8,733333333333333	0,5120763831912406	0,0
13000	8,866666666666667	0,6182412330330468	0,0
14000	8,9	0,6506407098647712	0,0
15000	8,7	0,45825756949558405	0,0
16000	8,633333333333333	0,48189440982669873	0,0
17000	8,6	0,4898979485566356	0,0
18000	8,8	0,4760952285695234	0,0
19000	8,8	0,4000000000000001	0,0
20000	8,8	0,541602560309064	0,0
20000	274,76666666666665	176,16747398112085	0,3333333333333333
