steps	avg_reward	std_reward	success_rate
0	9,266666666666667	0,8919392106839769	0,0
1000	9,2	0,7023769168568492	0,0
2000	33,166666666666664	6,593346814950827	0,0
3000	45,03333333333333	19,5746150806486	0,0
4000	387,26666666666665	129,3223191186356	0,5333333333333333
5000	113,16666666666667	3,8994301577994133	0,0
6000	500,0	0,0	1,0
7000	500,0	0,0	1,0
8000	500,0	0,0	1,0
9000	319,4	206,52628565552297	0,5666666666666667
10000	161,76666666666668	5,607633685928099	0,0
11000	118,66666666666667	3,2897146110600874	0,0
12000	94,46666666666667	1,9102065042525873	0,0
13000	131,76666666666668	14,75507445668175	0,0
14000	90,7	1,985782801147531	0,0
15000	79,66666666666667	1,9550504398153576	0,0
16000	84,9	7,634788798650557	0,0
17000	71,2	2,242022896106698	0,0
18000	500,0	0,0	1,0
19000	500,0	0,0	1,0
20000	500,0	0,0	1,0
20000	500,0	0,0	1,0
