steps	avg_reward	std_reward	success_rate
0	9,366666666666667	0,7063206700139029	0,0
1000	9,5	0,6708203932499369	0,0
2000	14,0	6,239658110292048	0,0
3000	57,2	28,387086265882708	0,0
4000	107,93333333333334	6,418376395596907	0,0
5000	113,2	3,841874542459709	0,0
6000	107,66666666666667	5,605552802554109	0,0
7000	98,43333333333334	4,104333752944022	0,0
8000	32,3	5,995275918031908	0,0
9000	24,633333333333333	21,05941330827829	0,0
10000	40,5	27,651100038395096	0,0
11000	9,3	0,6904105059069325	0,0
12000	8,866666666666667	0,42687494916218993	0,0
13000	8,966666666666667	0,706320670013903	0,0
14000	8,7	0,5859465277082314	0,0
15000	9,433333333333334	0,7156970184527964	0,0
16000	9,166666666666666	0,6871842709362768	0,0
17000	8,733333333333333	0,4422166387140533	0,0
18000	9,6	0,7571877794400365	0,0
19000	8,8	0,7023769168568492	0,0
20000	8,7	0,4582575694955841	0,0
20000	112,86666666666666	3,8186675977652493	0,0
