steps	avg_reward	std_reward	success_rate
0	10,266666666666667	0,9285592184789413	0,0
1000	9,4	0,8793937305515279	0,0
2000	10,666666666666666	0,7888106377466154	0,0
3000	71,2	12,578818174481523	0,0
4000	9,366666666666667	0,7951240294584374	0,0
5000	16,266666666666666	2,1592179654268864	0,0
6000	9,166666666666666	0,7781745019952503	0,0
7000	9,3	0,8225975119502044	0,0
8000	8,966666666666667	0,6574360974438673	0,0
9000	8,8	0,40000000000000013	0,0
10000	9,633333333333333	1,2242911781471306	0,0
11000	9,066666666666666	0,6289320754704404	0,0
12000	8,6	0,4898979485566356	0,0
13000	9,133333333333333	0,6182412330330468	0,0
14000	8,866666666666667	0,42687494916219	0,0
15000	8,866666666666667	0,8459051693633013	0,0
16000	9,1	0,6506407098647712	0,0
17000	9,133333333333333	0,4988876515698589	0,0
18000	9,0	0,5773502691896257	0,0
19000	8,666666666666666	0,5374838498865699	0,0
20000	8,733333333333333	0,4422166387140533	0,0
20000	72,9	12,660568707605517	0,0
