steps	avg_reward	std_reward	success_rate
0	9,133333333333333	0,7630348761506397	0,0
1000	9,133333333333333	0,8055363982396381	0,0
2000	42,8	9,631199302267605	0,0
3000	179,36666666666667	107,25156823510268	0,0
4000	26,5	12,374031948668415	0,0
5000	17,933333333333334	2,5024432505497947	0,0
6000	8,933333333333334	0,7272474743090478	0,0
7000	9,0	0,7302967433402214	0,0
8000	8,8	0,6531972647421808	0,0
9000	8,966666666666667	0,6046119049072352	0,0
10000	8,7	0,6403124237432848	0,0
11000	8,9	0,5972157622389639	0,0
12000	8,733333333333333	0,6798692684790381	0,0
13000	8,8	0,5416025603090641	0,0
14000	8,6	0,5537749241945383	0,0
15000	8,866666666666667	0,339934634239519	0,0
16000	8,733333333333333	0,5120763831912406	0,0
17000	8,766666666666667	0,6674994798166929	0,0
18000	9,033333333333333	0,4818944098266987	0,0
19000	9,633333333333333	1,0796089827134432	0,0
20000	8,7	0,5259911279353168	0,0
20000	164,03333333333333	86,91048396034982	0,0
