steps	avg_reward	std_reward
0	19,692307692307693	9,820579768132252
1	22,695652173913043	9,742041490404162
2	31,38888888888889	21,021520425213165
3	22,82608695652174	9,37921927738701
4	28,0	15,737428845483835
5	28,11111111111111	10,769756465258983
6	46,416666666666664	25,985439298875736
7	35,2	11,26765281680262
8	46,81818181818182	22,734907808430876
9	42,5	16,9336942218761
10	46,27272727272727	17,168104195073276
11	49,0	24,47633365295769
12	47,36363636363637	19,84152086946016
13	64,75	19,885610375344278
14	56,44444444444444	27,61686727390874
15	72,28571428571429	29,63932853352733
16	76,85714285714286	30,521320751372528
17	91,83333333333333	37,817177167114004
18	88,83333333333333	42,43197169849902
19	100,0	23,266571155486865
20	69,375	24,25354355553019
21	80,85714285714286	28,994721546361166
22	75,0	41,352146256270665
23	101,2	31,606328480226868
24	106,16666666666667	58,21058513897814
25	138,25	50,3158772158451
26	128,25	5,356071321407137
27	114,8	25,995384205662358
28	115,4	36,37911488752853
29	82,85714285714286	27,534023479680407
30	78,28571428571429	27,670067818153687
31	77,85714285714286	36,980414010772826
32	93,83333333333333	37,511849979558306
33	102,8	33,28302870833723
34	134,25	12,774486291041217
35	136,75	13,40475661845451
36	201,0	20,412414523193153
37	181,66666666666666	47,98842453018112
38	225,66666666666666	37,205137040766594
39	188,66666666666666	19,48218559493661
40	158,0	43,53734029542916
41	124,4	14,759403781996074
42	96,83333333333333	30,732266792773718
43	123,0	15,748015748023622
44	86,28571428571429	27,814252696436494
45	94,0	34,336569426778794
46	100,0	31,187604375242845
47	101,33333333333333	29,73587433088562
48	103,6	37,16772793701547
49	133,25	9,54921462739214
50	113,4	13,27554142022087
51	143,75	17,020208576865326
52	145,75	13,608361400256829
53	154,0	21,17781858454737
54	200,25	110,83405388236956
55	194,66666666666666	45,638677554119475
56	263,5	141,5
57	274,6666666666667	96,6413760019773
58	402,0	13,0
59	358,0	30,0
60	261,0	16,0
61	266,6666666666667	61,15735623963991
62	218,66666666666666	50,736793574507864
63	234,0	49,17316341257699
64	209,33333333333334	74,08703590297623
65	212,0	60,404194114868105
66	190,33333333333334	40,79487985301859
67	169,5	44,52808102759426
68	146,75	8,757139944068497
69	172,0	51,11425111127685
70	213,33333333333334	105,92555037488462
71	213,0	48,08326112068523
72	144,0	8,48528137423857
73	148,25	17,55526986406076
74	171,0	55,25094267672423
75	276,0	76,26270385975047
76	252,5	106,5
77	147,25	13,12202347201071
78	125,25	12,275483697190918
79	155,25	21,158627082114755
80	140,5	6,224949798994366
81	141,0	13,171939872319491
82	155,25	9,959292143521045
83	158,0	18,069310999592652
84	136,0	8,154753215150045
85	152,25	17,66882848408462
86	149,5	10,428326807307105
87	140,0	11,726039399558575
88	140,5	16,454482671904334
89	140,0	15,921683328090658
90	127,0	9,486832980505138
91	121,2	6,11228271597445
92	125,6	10,707007051459339
93	114,4	6,053098380168622
94	120,2	7,11055553385247
95	124,6	7,49933330370107
96	114,6	9,221713506718803
97	122,0	6,985699678629192
98	110,4	19,77473135089324
99	113,8	7,520638270785265
