steps	avg_reward	std_reward	success_rate
0	9,466666666666667	0,7180219742846006	0,0
1000	9,1	0,5972157622389639	0,0
2000	51,46666666666667	26,706719920066725	0,0
3000	103,06666666666666	13,311482094626262	0,0
4000	81,83333333333333	6,668749674580852	0,0
5000	122,66666666666667	6,03508261933689	0,0
6000	99,13333333333334	7,022503510540636	0,0
7000	47,2	9,679531669111546	0,0
8000	71,33333333333333	4,818944098266987	0,0
9000	37,1	4,3920382511995495	0,0
10000	33,1	3,7625346067068497	0,0
11000	423,8666666666667	170,29146256410573	0,8333333333333334
12000	123,56666666666666	5,090404917314754	0,0
13000	164,33333333333334	7,138316016789643	0,0
14000	96,0	3,011090610836324	0,0
15000	116,33333333333333	6,82316316348624	0,0
16000	95,06666666666666	4,289004028391155	0,0
17000	500,0	0,0	1,0
18000	159,86666666666667	40,555914762488364	0,0
19000	122,56666666666666	6,800408484462941	0,0
20000	99,23333333333333	47,35798653753017	0,0
20000	500,0	0,0	1,0
