steps	avg_reward	std_reward	success_rate
0	9,2	0,7916228058025278	0,0
1000	9,233333333333333	0,7608474807008884	0,0
2000	128,3	45,558131363493544	0,0
3000	254,5	126,27687832695264	0,16666666666666666
4000	500,0	0,0	1,0
5000	500,0	0,0	1,0
6000	9,766666666666667	0,7156970184527963	0,0
7000	9,1	0,7895146188218007	0,0
8000	8,966666666666667	0,7520342781785652	0,0
9000	9,133333333333333	0,6699917080747259	0,0
10000	8,633333333333333	0,6046119049072349	0,0
11000	8,6	0,4898979485566356	0,0
12000	8,666666666666666	0,4714045207910317	0,0
13000	8,9	0,3	0,0
14000	8,933333333333334	0,5734883511361752	0,0
15000	8,8	0,4	0,0
16000	9,0	0,5773502691896257	0,0
17000	8,733333333333333	0,6289320754704403	0,0
18000	8,733333333333333	0,4422166387140533	0,0
19000	8,733333333333333	0,5734883511361751	0,0
20000	8,666666666666666	0,5374838498865698	0,0
20000	500,0	0,0	1,0
