steps	avg_reward	std_reward	success_rate
0	9,333333333333334	0,8299933065325821	0,0
1000	9,0	0,6831300510639732	0,0
2000	9,166666666666666	0,819891591749923	0,0
3000	78,63333333333334	71,46396916550948	0,0
4000	90,16666666666667	6,817053778739186	0,0
5000	77,1	3,4093010036271854	0,0
6000	192,36666666666667	11,079961893235714	0,0
7000	69,76666666666667	15,634754732823778	0,0
8000	73,73333333333333	7,070753535200868	0,0
9000	500,0	0,0	1,0
10000	500,0	0,0	1,0
11000	500,0	0,0	1,0
12000	500,0	0,0	1,0
13000	500,0	0,0	1,0
14000	10,866666666666667	0,7180219742846005	0,0
15000	9,333333333333334	0,7888106377466154	0,0
16000	9,066666666666666	0,5734883511361751	0,0
17000	8,9	0,6506407098647712	0,0
18000	9,2	0,8326663997864531	0,0
19000	8,766666666666667	0,5587684871413403	0,0
20000	8,9	0,3958114029012639	0,0
20000	500,0	0,0	1,0
