steps	avg_reward	std_reward	success_rate
0	12,533333333333333	1,7074997966487597	0,0
1000	9,433333333333334	0,667499479816693	0,0
2000	28,933333333333334	6,345251943163661	0,0
3000	239,53333333333333	127,69566250355658	0,13333333333333333
4000	94,33333333333333	8,22327320610365	0,0
5000	66,43333333333334	3,8529930645610513	0,0
6000	198,26666666666668	17,126847021238	0,0
7000	323,1333333333333	16,554422034274975	0,0
8000	88,9	34,373778766185524	0,0
9000	9,3	0,7810249675906653	0,0
10000	500,0	0,0	1,0
11000	500,0	0,0	1,0
12000	219,06666666666666	40,63982720873153	0,0
13000	9,466666666666667	0,7630348761506397	0,0
14000	9,466666666666667	0,618241233033047	0,0
15000	9,4	0,7118052168020874	0,0
16000	9,033333333333333	0,835995746932297	0,0
17000	10,166666666666666	0,8198915917499231	0,0
18000	9,833333333333334	0,8198915917499231	0,0
19000	9,466666666666667	0,7180219742846006	0,0
20000	9,4	0,8793937305515279	0,0
20000	500,0	0,0	1,0
