steps	avg_reward	std_reward	success_rate
0	9,466666666666667	0,618241233033047	0,0
1000	8,9	0,5385164807134504	0,0
2000	9,7	1,69607389776114	0,0
3000	54,333333333333336	2,6246692913372707	0,0
4000	113,43333333333334	3,0186457596449143	0,0
5000	500,0	0,0	1,0
6000	135,43333333333334	9,694270931271154	0,0
7000	9,466666666666667	0,8459051693633013	0,0
8000	9,233333333333333	0,7608474807008885	0,0
9000	8,933333333333334	0,5120763831912405	0,0
10000	8,933333333333334	0,7272474743090478	0,0
11000	9,2	0,6	0,0
12000	8,833333333333334	0,45338235029118146	0,0
13000	9,133333333333333	0,7180219742846005	0,0
14000	9,133333333333333	0,4988876515698589	0,0
15000	15,133333333333333	7,246761728907302	0,0
16000	9,133333333333333	0,8055363982396381	0,0
17000	28,433333333333334	16,206343065465312	0,0
18000	10,166666666666666	0,7340905181848414	0,0
19000	9,466666666666667	0,8459051693633013	0,0
20000	8,733333333333333	0,4422166387140533	0,0
20000	500,0	0,0	1,0
