steps	avg_reward	std_reward
0	-1277.7916379755998	258.567748665042
1	-1225.8770546168269	221.77427251720155
2	-1291.7976769823572	287.43568512346525
3	-1216.1982595369925	300.3269993070328
4	-1213.2541591037082	216.7156081305933
5	-1249.9408716502053	216.84044161141378
6	-1201.6386282489955	306.3407313236676
7	-1373.1434243522629	271.87658918986506
8	-1186.6196526440253	220.78861000118744
9	-1322.6686508948978	273.76756450207705
10	-1169.4899054291056	219.3012128220767
11	-1246.5706500133163	216.06843030338197
12	-1220.7666670425672	192.12469664092112
13	-1159.1884051481472	222.41182350262994
14	-1178.457691593625	238.25426042333697
15	-1279.7088696214166	275.36911072367434
16	-1261.5766723207219	259.35695794309004
17	-1165.317665997453	239.97893158977124
18	-1237.699083240762	265.01552117109577
19	-1205.517969795336	241.19023258352635
20	-1306.392187923942	258.6562836424593
21	-1334.4827331790532	260.07633863891414
22	-1229.763796563064	270.6617230786674
23	-1278.0223911385947	308.60821441825186
24	-1270.3276428411932	266.50796503848227
25	-1197.6093428545669	268.00950851756267
26	-1204.2741004820514	206.36020455817874
27	-1171.6368117750314	232.30205125205444
28	-1213.9422785826214	252.0003356803761
29	-1233.5792455488208	236.70630378190654
30	-1121.2360625682734	256.1619432418466
31	-1244.7080419031527	252.26476398185676
32	-1276.792518292067	274.247141459684
33	-1224.3169863636401	293.66292372494956
34	-1290.1372395836263	239.5203896257127
35	-1212.5074461611362	197.07146016607456
36	-1296.8444977279446	265.8672883860061
37	-1158.6329004834838	192.03555500611458
38	-1179.9888016899854	270.9725555739479
39	-1149.812668086607	181.71860159482813
40	-1185.2901798933287	242.32404988485894
41	-1221.6765178633314	265.14109437383246
42	-1232.312195579123	264.3803841229557
43	-1226.1165321241629	190.27424125517555
44	-1132.836221504061	194.58067707526808
45	-1206.964361872111	284.8043167123375
46	-1185.7534225997617	251.068145760493
47	-1058.7981932941707	192.26656592074488
48	-1287.4251479563632	274.60314858735114
49	-1189.7236410066	251.98118049249382
50	-1252.4250092856198	262.074240737486
51	-1258.072607044267	274.9588757646065
52	-1274.523808181624	303.9457350787225
53	-1133.5639983712517	249.32181914152395
54	-1217.6329540808836	228.220103097415
55	-1266.13998836839	256.2581311169843
56	-1181.2482280551415	254.77028424857156
57	-1240.364816007768	209.67416909009583
58	-1213.5455782907425	280.73680868828103
59	-1253.859692274691	261.29824045842867
60	-1153.6571337688276	243.68551811157693
61	-1132.7431277001547	193.04156570767503
62	-1222.8513558826062	274.08758192803936
63	-1208.8368611492824	209.2434884448003
64	-1325.6205026386042	265.12288874023574
65	-1233.7438603317626	290.8533401078113
66	-1217.7040673547172	260.10337860538516
67	-1225.7882734496911	244.20191879244445
68	-1195.2473478204092	236.99934969425857
69	-1160.2283174380743	230.57878407552428
70	-1103.981589651656	192.68954484184044
71	-1183.9581024589922	226.45975475480353
72	-1254.5277579393414	253.87405484515207
73	-1231.7053052932988	284.87320485298744
74	-1218.6705419545501	287.48830128742156
75	-1156.060757724452	264.62503654176555
76	-1234.4377677764596	234.09749422181045
77	-1220.39108873015	254.70916713568093
78	-1133.088063797054	285.78440014079933
79	-1174.114264548656	217.49613746991403
80	-1211.7084787444146	241.97118840301368
81	-1274.6455116690217	250.854864185924
82	-1217.8861839489018	244.4966538959971
83	-1233.8871111656922	235.12486281241428
84	-1257.3818522032348	236.4927677006454
85	-1266.3340610686487	268.94753324006695
86	-1204.6584076084835	225.32817169020151
87	-1133.26033437956	208.7444904365479
88	-1164.8391985530552	163.09755632076207
89	-1230.432931963201	255.6666567578826
90	-1131.4901596318552	256.0506636427021
91	-1269.065161616902	244.9126703433714
92	-1147.276778878848	242.19010538640512
93	-1120.9279054004767	232.13206503235102
94	-1265.6266661056177	263.3775905073246
95	-1176.416455530474	236.46959767239372
96	-1195.062229025109	238.90980285925147
97	-1183.3512948566713	245.26507407795125
98	-1197.058151614116	221.43925056277737
99	-1142.7509686847093	243.08742557992989
100	-1161.4224354783455	225.4972358130259
101	-1195.6293780248707	263.2830631989177
102	-1122.1893935576743	203.79952953261642
103	-1133.7574459778295	211.12227872572043
104	-1205.0683561590595	268.5749983380876
105	-1263.652076967724	230.24150896565482
106	-1223.952850905805	293.4446595171412
107	-1105.5856994466042	177.44261642279463
108	-1219.904045058336	218.51925994990359
109	-1262.8629614263355	285.9298756783798
110	-1142.8368700094231	213.43073508078572
111	-1190.1068106370626	224.86920800951762
112	-1244.4187298478341	283.66869674875596
113	-1226.9136652951734	286.5514554201149
