steps	avg_reward	std_reward	success_rate
0	9,566666666666666	0,5587684871413404	0,0
1000	9,433333333333334	0,7608474807008886	0,0
2000	9,3	0,6403124237432848	0,0
3000	9,3	0,8225975119502044	0,0
4000	9,233333333333333	0,6155395104206463	0,0
5000	9,366666666666667	0,752034278178565	0,0
6000	9,466666666666667	0,7180219742846006	0,0
7000	9,4	0,6633249580710799	0,0
8000	9,166666666666666	0,7340905181848413	0,0
9000	9,3	0,6403124237432848	0,0
10000	9,4	0,7571877794400365	0,0
11000	9,233333333333333	0,7156970184527963	0,0
12000	9,3	0,7810249675906653	0,0
13000	9,433333333333334	0,7608474807008885	0,0
14000	8,966666666666667	0,6574360974438673	0,0
15000	9,266666666666667	0,7272474743090476	0,0
16000	9,433333333333334	0,8034647195462633	0,0
17000	9,4	0,8406346808612327	0,0
18000	9,4	0,6110100926607787	0,0
19000	9,4	0,8406346808612327	0,0
20000	9,433333333333334	0,7156970184527964	0,0
20000	9,433333333333334	0,7608474807008886	0,0
