steps	avg_reward	std_reward	success_rate
0	9,2	0,6531972647421808	0,0
1000	9,333333333333334	0,699205898780101	0,0
2000	88,36666666666666	10,110995115329757	0,0
3000	162,76666666666668	144,95417283480398	0,1
4000	248,0	91,56418513807678	0,03333333333333333
5000	294,9	64,8687649540722	0,0
6000	90,5	8,229013711658686	0,0
7000	500,0	0,0	1,0
8000	131,03333333333333	5,437421774660813	0,0
9000	160,76666666666668	10,858739439834727	0,0
10000	259,76666666666665	71,91090938716383	0,03333333333333333
11000	406,1	93,4802474679366	0,43333333333333335
12000	345,93333333333334	102,59367535195443	0,2
13000	178,06666666666666	20,09798220938831	0,0
14000	170,66666666666666	14,344181940966712	0,0
15000	500,0	0,0	1,0
16000	262,23333333333335	14,4676266962561	0,0
17000	499,53333333333336	1,7650936393164969	0,9333333333333333
18000	25,1	2,5344295873693814	0,0
19000	139,46666666666667	5,481686682845791	0,0
20000	153,06666666666666	5,597221532947295	0,0
20000	500,0	0,0	1,0
