steps	avg_reward	std_reward	success_rate
0	17,6	4,63033476111609	0,0
1000	9,4	0,5537749241945383	0,0
2000	9,133333333333333	0,7630348761506397	0,0
3000	57,733333333333334	31,98638599293282	0,0
4000	113,0	42,611422568758876	0,0
5000	92,93333333333334	86,5120158642075	0,0
6000	115,26666666666667	62,97562138549242	0,0
7000	184,06666666666666	32,496085234310236	0,0
8000	341,23333333333335	39,05183165429703	0,0
9000	278,96666666666664	19,98246453490882	0,0
10000	126,7	6,148983655857283	0,0
11000	500,0	0,0	1,0
12000	122,7	4,7268735262680055	0,0
13000	190,53333333333333	8,815642662651179	0,0
14000	116,6	3,9631637193871607	0,0
15000	167,9	15,638307666325877	0,0
16000	198,86666666666667	10,078800634114272	0,0
17000	453,1333333333333	46,30963422682393	0,4
18000	500,0	0,0	1,0
19000	377,1666666666667	51,28682958507855	0,06666666666666667
20000	468,46666666666664	65,13459568889299	0,7666666666666667
20000	500,0	0,0	1,0
