steps	avg_reward	std_reward	success_rate
0	9.5	0.6191391873668903	0.0
1000	8.9	0.5385164807134504	0.0
2000	50.333333333333336	22.50678909919306	0.0
3000	37.56666666666667	20.99473478967736	0.0
4000	37.1	6.122907805936653	0.0
5000	9.133333333333333	0.6699917080747259	0.0
6000	9.066666666666666	0.7272474743090478	0.0
7000	9.033333333333333	0.6574360974438673	0.0
8000	8.666666666666666	0.6497862896539308	0.0
9000	8.7	0.4582575694955841	0.0
10000	8.733333333333333	0.5120763831912406	0.0
11000	8.733333333333333	0.4422166387140533	0.0
12000	8.733333333333333	0.4422166387140533	0.0
13000	8.766666666666667	0.6155395104206463	0.0
14000	9.033333333333333	0.6046119049072352	0.0
15000	8.7	0.5259911279353167	0.0
16000	54.03333333333333	42.43856998323839	0.0
17000	8.866666666666667	0.7630348761506397	0.0
18000	8.633333333333333	0.604611904907235	0.0
19000	8.7	0.5859465277082314	0.0
20000	8.8	0.541602560309064	0.0
20000	46.63333333333333	43.42309933152579	0.0
