steps	avg_reward	std_reward	success_rate
0	9.333333333333334	0.7453559924999298	0.0
1000	12.1	5.002332789142814	0.0
2000	9.333333333333334	0.7453559924999298	0.0
3000	9.5	0.6191391873668903	0.0
4000	9.566666666666666	0.4955356249106168	0.0
5000	9.6	0.5537749241945383	0.0
6000	12.1	1.5132745950421558	0.0
7000	36.63333333333333	19.644309325829933	0.0
8000	31.966666666666665	29.96162360234987	0.0
9000	34.833333333333336	30.7138224402123	0.0
10000	64.2	50.818238195881335	0.0
11000	82.16666666666667	3.6431061228328527	0.0
12000	123.5	4.185291706281256	0.0
13000	114.53333333333333	3.273462319250911	0.0
14000	107.23333333333333	3.8443320471687783	0.0
15000	27.7	2.979373535941183	0.0
16000	86.26666666666667	44.89612702920177	0.0
17000	92.66666666666667	2.5991451586157237	0.0
18000	98.46666666666667	3.1804961178337496	0.0
19000	10.3	0.7371114795831993	0.0
20000	12.966666666666667	14.321273996711636	0.0
20000	122.8	5.70029239016152	0.0
