steps	avg_reward	std_reward
0	22,28	10,847090751799662
1	26,887096774193548	15,82237238581389
2	28,022346368715084	18,438772395564943
3	32,43225806451613	18,43804599360884
4	34,317567567567565	19,653084883412674
5	38,46153846153846	23,897587212022326
6	39,76377952755905	24,31209695102659
7	53,98924731182796	35,61457193119219
8	58,88235294117647	31,890404887292238
9	65,05194805194805	34,90465533045071
10	75,92424242424242	38,79288852590968
11	91,92727272727272	52,810417204271886
12	105,1875	50,30434716552835
13	134,26315789473685	70,28351764948589
14	140,91666666666666	55,320970004350265
15	173,55172413793105	90,40773014206884
16	149,23529411764707	50,299724489673146
17	190,44444444444446	85,04348923773293
18	271,7368421052632	135,90896415393695
19	270,36842105263156	106,09241776881721
20	322,25	104,9913686928597
21	392,15384615384613	115,68647693981161
22	316,625	102,46638168199362
23	240,47619047619048	45,79417622322426
24	241,95238095238096	63,54336816055795
25	291,8888888888889	101,09285549483091
26	418,1666666666667	69,53755979484916
27	402,7692307692308	88,223626563544
28	364,85714285714283	117,58149583699515
29	394,3076923076923	110,55411804972024
30	440,8333333333333	64,3529762758146
31	393,6923076923077	84,0177496040016
32	417,0833333333333	110,46225473989848
33	438,1666666666667	81,7922503799854
34	408,3076923076923	131,14840954218158
35	406,9230769230769	116,45300243080008
36	469,27272727272725	59,553018256601185
37	500,0	0,0
38	447,0833333333333	79,66854077293551
39	398,15384615384613	49,486355778982386
40	403,0	67,19661163618754
41	465,09090909090907	39,70906593405808
42	439,5	52,173588465173964
43	489,72727272727275	16,580881153747853
44	498,45454545454544	4,887156383896586
45	500,0	0,0
46	469,72727272727275	77,44099326594753
47	484,1818181818182	50,021482988117995
48	477,54545454545456	71,00750746014452
49	500,0	0,0
50	500,0	0,0
51	488,0	37,94733192202055
52	482,1818181818182	42,983756301481186
53	466,54545454545456	77,32383336728444
54	497,8181818181818	6,899514894912827
55	469,54545454545456	73,56056705051552
56	492,0	25,298221281347036
57	500,0	0,0
58	500,0	0,0
59	478,09090909090907	64,97895399904432
60	472,45454545454544	63,53433379085621
61	500,0	0,0
62	500,0	0,0
63	500,0	0,0
64	472,27272727272725	67,26621590109625
65	500,0	0,0
66	500,0	0,0
67	500,0	0,0
68	494,3636363636364	17,823746811858136
69	496,27272727272725	9,303869274182349
70	478,6363636363636	44,86600804268138
71	457,1666666666667	52,169329005545855
72	493,6363636363636	20,123585110162416
73	500,0	0,0
74	484,6363636363636	42,37124395211434
75	462,1818181818182	77,0287056077363
76	464,0	76,75225788801976
77	492,45454545454544	23,860822344906865
78	474,45454545454544	50,06425623202761
79	490,54545454545456	29,897897877955586
80	500,0	0,0
81	480,0	56,92259497055469
82	500,0	0,0
83	500,0	0,0
84	500,0	0,0
85	500,0	0,0
86	500,0	0,0
87	500,0	0,0
88	485,1818181818182	31,46951824404684
89	416,6923076923077	64,52356112946963
90	433,6666666666667	68,64562784491247
91	377,14285714285717	71,45413828149508
92	395,2307692307692	76,3404861294792
93	500,0	0,0
94	500,0	0,0
95	500,0	0,0
96	500,0	0,0
97	500,0	0,0
98	500,0	0,0
99	500,0	0,0
