steps	avg_reward	std_reward
0	-1320.2188304419128	250.75692020592317
1	-1296.654203674643	263.47724266165363
2	-1228.329998312849	227.31402522843644
3	-1281.8862562742206	243.7059069261554
4	-1276.8323390894273	187.3296339764632
5	-1296.6342287996506	183.6180623197641
6	-1245.499185028835	168.4641116432382
7	-1371.0465934087974	158.50458057731703
8	-1248.3406098935363	180.98307089342399
9	-1291.8948883445278	197.5943375330703
10	-1262.0003838585812	233.54962381920564
11	-1299.5579131952793	235.27811486673127
12	-1255.2779031933542	223.40960401176733
13	-1340.1309695602677	244.35708407032132
14	-1210.0516850337156	264.8703041003231
15	-1287.8054052320501	207.4377098929882
16	-1220.7416916960042	233.4649122697323
17	-1272.6935976611205	238.85073898853932
18	-1264.0322050485177	217.81926298815324
19	-1267.4403034131947	243.11049764097007
20	-1266.1756691972653	261.28790121134546
21	-1276.978190847276	211.91060346038867
22	-1206.646247188554	216.02419232311888
23	-1255.107376646816	229.72530633273828
24	-1241.9846678988154	202.2453469709784
25	-1246.1942785459564	227.2537165938533
26	-1259.4398581816247	223.3092085249476
27	-1216.6730076724505	203.29793254156436
28	-1176.7350785377807	170.96461056214923
29	-1280.3108738387082	243.9817369940586
30	-1146.2613167600307	180.37741941837692
31	-1193.3955059566626	186.95231034115358
32	-1152.7947090143823	188.27576306623655
33	-1079.513408341566	119.90180358364555
34	-1153.041241433441	150.00556570132633
35	-1115.6781345934403	211.64250665565095
36	-1140.888187650837	223.29905761588495
37	-1136.0287990887537	183.73390130096243
38	-1112.990985910182	177.44697826940305
39	-1160.7611418148547	219.26551938850073
40	-1104.088029089132	142.05667035659553
41	-1107.2718982623805	156.2071821476328
42	-1124.670073295139	214.3376498690747
43	-1136.6295758656559	164.7821281724547
44	-1153.292697892723	165.1735554704148
45	-1131.5569141515887	141.1960673767093
46	-1167.1356171378984	145.12477498799745
47	-1217.5441681024015	129.41531563045044
48	-1257.1569071319252	114.07282660976982
49	-1217.1387967827368	110.82633672158897
50	-1297.7309963580444	106.37501934355663
51	-1272.8559263442125	145.88372643156708
52	-1342.4413300318047	147.07060542919774
53	-1378.2315940905714	108.01283580571587
54	-1414.5503090793773	167.02733032454165
55	-1433.5252981405577	153.88694600395004
56	-1458.146591341871	139.39673100718656
57	-1504.2951587487605	107.67705242244999
58	-1496.944575538323	126.30426572773426
59	-1500.2272578985858	144.24298018260612
60	-1529.586347270148	139.03071342545934
61	-1519.860837229374	98.49228306096269
62	-1550.5391640722885	54.851596027775315
63	-1499.036075089872	128.71700767674034
64	-1525.4951214734172	141.97153657916036
65	-1508.233726918124	103.43141870064775
66	-1516.6434402833372	85.63513478167431
67	-1510.0782705292636	109.65572137059718
68	-1523.9318429847817	62.20444657327206
69	-1522.0584322176537	85.26955114360261
70	-1501.3524282256496	143.02506360738735
71	-1505.9413966450554	97.67233531259983
72	-1503.6571002784576	115.22699683203831
73	-1516.111428418273	93.57186642996986
74	-1516.3629416139672	132.05197325344164
75	-1507.6383212112582	80.76262504414224
76	-1557.7725613318287	70.09922299784472
77	-1517.3322676105706	96.21034089457736
78	-1488.2417789225444	90.23389574617778
79	-1472.5486247592094	124.51244551672532
80	-1447.3756871593628	83.86992163942011
81	-1463.5504701559767	105.35326167990402
82	-1436.898162483362	131.61386294434072
83	-1437.1929611567073	126.35823569689634
84	-1404.0168893971475	138.96861120946514
85	-1450.4141075732978	130.2817524878123
86	-1430.3724755422188	132.05490698054416
87	-1441.4053560308378	105.40565977464342
88	-1372.055911891681	118.66293454795824
89	-1445.493866122986	97.8503058534364
90	-1403.0064835632554	109.73609781809317
91	-1398.323682685716	95.3949294328112
92	-1396.3359427189132	106.49755102482146
93	-1441.77136652651	107.89108322512386
94	-1384.697577636798	122.0109587731789
95	-1410.173430226428	127.23723124635437
96	-1374.0116542882297	133.58259643111555
97	-1367.822885240405	168.09153177291964
98	-1417.8843700057153	99.85720249796404
99	-1386.6589753755748	108.0447044978117
100	-1437.358225955069	126.46279510631047
101	-1388.2951859005034	147.18516791277122
102	-1457.672431020686	125.015573627177
