steps	avg_reward	std_reward
0	21,04	9,404169288140235
1	21,25	11,45734844252078
2	24,333333333333332	16,423946899147957
3	22,82608695652174	10,511493394553549
4	33,6	17,203875532371576
5	33,93333333333333	18,502132009281766
6	37,857142857142854	17,137499162684744
7	37,714285714285715	23,505101487089295
8	40,0	29,068883707497267
9	50,81818181818182	25,383667554401917
10	43,25	18,407991923799475
11	78,42857142857143	32,762596891913816
12	75,28571428571429	32,556387504557975
13	65,0	20,77257807784099
14	64,375	14,551095319597078
15	59,888888888888886	30,519372515919002
16	78,0	26,218859079459797
17	115,2	48,94241514269601
18	95,16666666666667	25,70613848005094
19	75,28571428571429	26,146369787433674
20	138,5	78,24480813446985
21	131,75	71,87619564222915
22	109,0	68,61195231153243
23	102,5	42,2364376654408
24	84,83333333333333	28,76002240765624
25	112,2	42,883096903092245
26	111,0	45,99130352577539
27	182,33333333333334	47,891080125171065
28	119,6	46,176184337816395
29	171,33333333333334	46,77843757782235
30	134,25	65,33136689217515
31	185,66666666666666	64,13180871368661
32	182,0	46,33573135281238
33	152,5	29,920728600754362
34	131,8	47,830534180583854
35	142,75	75,99465441726807
36	147,25	27,19719654670312
37	130,6	34,37789987768305
38	199,0	76,88953114696434
39	136,0	25,45584412271571
40	292,0	92,6966378390644
41	215,0	91,15188789414438
42	241,66666666666666	56,47615032520857
43	218,66666666666666	48,595838870787645
44	226,0	60,71243694664216
45	227,0	53,74011537017761
46	187,33333333333334	55,960303390488825
47	234,0	45,70193285482209
48	396,0	41,0
49	349,0	67,0
50	242,33333333333334	76,00584772824317
51	252,0	70,27090436304346
52	289,5	15,5
53	500,0	0,0
54	254,5	84,5
55	360,5	139,5
56	500,0	0,0
57	479,0	21,0
58	356,0	144,0
59	500,0	0,0
60	412,0	88,0
61	229,75	143,25043629951008
62	348,5	41,5
63	313,5	168,5
64	213,33333333333334	60,6043636126054
65	284,0	9,0
66	338,0	40,0
67	197,33333333333334	24,36299561949547
68	314,5	17,5
69	266,5	21,5
70	159,0	63,79263280348288
71	230,0	23,338094752285727
72	181,66666666666666	15,326085243430198
73	178,66666666666666	18,979521127315678
74	158,25	16,78354849249705
75	183,66666666666666	11,785113019775793
76	161,25	39,4422045529912
77	185,33333333333334	34,499597421161624
78	237,0	68,97825744392213
79	270,5	86,5
80	500,0	0,0
81	500,0	0,0
82	377,0	123,0
83	500,0	0,0
84	399,5	100,5
85	267,5	67,5
86	500,0	0,0
87	500,0	0,0
88	500,0	0,0
89	464,0	36,0
90	378,0	122,0
91	168,0	37,26481808176
92	354,5	36,5
93	500,0	0,0
94	481,5	18,5
95	472,0	28,0
96	347,5	128,5
97	379,0	121,0
98	500,0	0,0
99	500,0	0,0
